method,subset,image,num_faces_detected,false_positives,not_found,detection_time,accuracy
Face Recognition,train,faf2e6a3-8335-11ee-932a-9cfeff47d2fa.jpg,0,0,1,0.02425074577331543,0.0
Face Recognition,train,fb42e89d-8335-11ee-819a-9cfeff47d2fa.jpg,0,0,1,0.024109840393066406,0.0
Face Recognition,train,fb935431-8335-11ee-94da-9cfeff47d2fa.jpg,1,1,1,0.023996591567993164,0.0
Face Recognition,train,fbe21232-8335-11ee-9efb-9cfeff47d2fa.jpg,1,1,1,0.024235248565673828,0.0
Face Recognition,train,fc3278a3-8335-11ee-8393-9cfeff47d2fa.jpg,1,1,1,0.02407550811767578,0.0
Face Recognition,train,fc84be21-8335-11ee-b45a-9cfeff47d2fa.jpg,0,0,1,0.032294273376464844,0.0
Face Recognition,train,fcd4c992-8335-11ee-8b82-9cfeff47d2fa.jpg,0,0,1,0.027889013290405273,0.0
Face Recognition,val,f5148e3a-8335-11ee-b233-9cfeff47d2fa.jpg,0,0,1,0.027495384216308594,0.0
Face Recognition,val,f875155f-8335-11ee-9c28-9cfeff47d2fa.jpg,1,1,1,0.02298426628112793,0.0
Face Recognition,val,f9b101ac-8335-11ee-9f75-9cfeff47d2fa.jpg,1,1,1,0.02399611473083496,0.0
Face Recognition,val,faa2682e-8335-11ee-816f-9cfeff47d2fa.jpg,0,0,1,0.014400243759155273,0.0
