method,dataset,subset,image,num_faces_detected,false_positives,not_found,detection_time,accuracy,precision,recall,f1_score
Dlib HOG,webcam,val,f9b101ac-8335-11ee-9f75-9cfeff47d2fa.jpg,1,0,0,0.2965381145477295,1.0,1.0,1.0,1.0
Dlib HOG,webcam,val,faa2682e-8335-11ee-816f-9cfeff47d2fa.jpg,0,0,1,0.2742757797241211,0.0,0,0.0,0
MTCNN,webcam,test,f47812f7-8335-11ee-8266-9cfeff47d2fa.jpg,2,1,0,2.6575777530670166,1.0,0.5,1.0,0.6666666666666666
MTCNN,webcam,test,f6002dd6-8335-11ee-b9ec-9cfeff47d2fa.jpg,1,0,0,2.6791675090789795,1.0,1.0,1.0,1.0
MTCNN,webcam,test,f69e6a64-8335-11ee-9c58-9cfeff47d2fa.jpg,0,0,1,2.674560546875,0.0,0,0.0,0
MTCNN,webcam,test,f7d8de00-8335-11ee-b6bf-9cfeff47d2fa.jpg,2,2,1,2.6812937259674072,0.0,0.0,0.0,0
MTCNN,webcam,test,f9134bf5-8335-11ee-b735-9cfeff47d2fa.jpg,1,1,1,2.6820180416107178,0.0,0.0,0.0,0
MTCNN,webcam,train,f429962b-8335-11ee-a62b-9cfeff47d2fa.jpg,1,0,0,8.126345872879028,1.0,1.0,1.0,1.0
MTCNN,webcam,train,f4c656f6-8335-11ee-af95-9cfeff47d2fa.jpg,1,0,0,8.911508083343506,1.0,1.0,1.0,1.0
MTCNN,webcam,train,f5627bbe-8335-11ee-b71c-9cfeff47d2fa.jpg,1,0,0,8.673375368118286,1.0,1.0,1.0,1.0
MTCNN,webcam,train,f5b06725-8335-11ee-8d05-9cfeff47d2fa.jpg,1,1,1,8.945148468017578,0.0,0.0,0.0,0
MTCNN,webcam,train,f6501105-8335-11ee-b53a-9cfeff47d2fa.jpg,0,0,1,8.948177099227905,0.0,0,0.0,0
MTCNN,webcam,train,f6ec124d-8335-11ee-aa67-9cfeff47d2fa.jpg,0,0,1,8.89737868309021,0.0,0,0.0,0
MTCNN,webcam,train,f73c51d3-8335-11ee-9934-9cfeff47d2fa.jpg,1,0,0,8.763911962509155,1.0,1.0,1.0,1.0
MTCNN,webcam,train,f78a7d1d-8335-11ee-b9c8-9cfeff47d2fa.jpg,0,0,1,8.827649116516113,0.0,0,0.0,0
MTCNN,webcam,train,f826b619-8335-11ee-ba0b-9cfeff47d2fa.jpg,1,0,0,9.06759262084961,1.0,1.0,1.0,1.0
MTCNN,webcam,train,f8c53c90-8335-11ee-9f1c-9cfeff47d2fa.jpg,1,0,0,8.982901811599731,1.0,1.0,1.0,1.0
MTCNN,webcam,train,f96353c8-8335-11ee-9289-9cfeff47d2fa.jpg,2,1,0,8.979350090026855,1.0,0.5,1.0,0.6666666666666666
MTCNN,webcam,train,fa00ffc5-8335-11ee-b02e-9cfeff47d2fa.jpg,1,0,0,7.868123531341553,1.0,1.0,1.0,1.0
MTCNN,webcam,train,fa51943f-8335-11ee-8eed-9cfeff47d2fa.jpg,0,0,1,8.682801723480225,0.0,0,0.0,0
MTCNN,webcam,train,faf2e6a3-8335-11ee-932a-9cfeff47d2fa.jpg,0,0,1,8.901350021362305,0.0,0,0.0,0
MTCNN,webcam,train,fb42e89d-8335-11ee-819a-9cfeff47d2fa.jpg,0,0,1,8.58284854888916,0.0,0,0.0,0
MTCNN,webcam,train,fb935431-8335-11ee-94da-9cfeff47d2fa.jpg,1,0,0,8.846238851547241,1.0,1.0,1.0,1.0
MTCNN,webcam,train,fbe21232-8335-11ee-9efb-9cfeff47d2fa.jpg,1,0,0,8.718559265136719,1.0,1.0,1.0,1.0
MTCNN,webcam,train,fc3278a3-8335-11ee-8393-9cfeff47d2fa.jpg,1,0,0,8.539478540420532,1.0,1.0,1.0,1.0
MTCNN,webcam,train,fc84be21-8335-11ee-b45a-9cfeff47d2fa.jpg,0,0,1,8.390441179275513,0.0,0,0.0,0
MTCNN,webcam,train,fcd4c992-8335-11ee-8b82-9cfeff47d2fa.jpg,1,0,0,2.34623122215271,1.0,1.0,1.0,1.0
MTCNN,webcam,val,f5148e3a-8335-11ee-b233-9cfeff47d2fa.jpg,1,0,0,1.6846246719360352,1.0,1.0,1.0,1.0
MTCNN,webcam,val,f875155f-8335-11ee-9c28-9cfeff47d2fa.jpg,1,0,0,1.699254035949707,1.0,1.0,1.0,1.0
MTCNN,webcam,val,f9b101ac-8335-11ee-9f75-9cfeff47d2fa.jpg,1,0,0,1.7033426761627197,1.0,1.0,1.0,1.0
MTCNN,webcam,val,faa2682e-8335-11ee-816f-9cfeff47d2fa.jpg,0,0,1,1.712005853652954,0.0,0,0.0,0
Face Recognition,webcam,test,f47812f7-8335-11ee-8266-9cfeff47d2fa.jpg,1,0,0,0.030567407608032227,1.0,1.0,1.0,1.0
Face Recognition,webcam,test,f6002dd6-8335-11ee-b9ec-9cfeff47d2fa.jpg,0,0,1,0.025760173797607422,0.0,0,0.0,0
Face Recognition,webcam,test,f69e6a64-8335-11ee-9c58-9cfeff47d2fa.jpg,0,0,1,0.024995088577270508,0.0,0,0.0,0
Face Recognition,webcam,test,f7d8de00-8335-11ee-b6bf-9cfeff47d2fa.jpg,0,0,1,0.02849292755126953,0.0,0,0.0,0
Face Recognition,webcam,test,f9134bf5-8335-11ee-b735-9cfeff47d2fa.jpg,0,0,1,0.024379491806030273,0.0,0,0.0,0
Face Recognition,webcam,train,f3d9f09a-8335-11ee-9a89-9cfeff47d2fa.jpg,0,0,1,0.027103900909423828,0.0,0,0.0,0
Face Recognition,webcam,train,f429962b-8335-11ee-a62b-9cfeff47d2fa.jpg,1,1,1,0.027055740356445312,0.0,0.0,0.0,0
Face Recognition,webcam,train,f4c656f6-8335-11ee-af95-9cfeff47d2fa.jpg,1,1,1,0.027722597122192383,0.0,0.0,0.0,0
Face Recognition,webcam,train,f5627bbe-8335-11ee-b71c-9cfeff47d2fa.jpg,0,0,1,0.023075342178344727,0.0,0,0.0,0
Face Recognition,webcam,train,f5b06725-8335-11ee-8d05-9cfeff47d2fa.jpg,0,0,1,0.027172565460205078,0.0,0,0.0,0
Face Recognition,webcam,train,f6501105-8335-11ee-b53a-9cfeff47d2fa.jpg,0,0,1,0.027917146682739258,0.0,0,0.0,0
Face Recognition,webcam,train,f6ec124d-8335-11ee-aa67-9cfeff47d2fa.jpg,0,0,1,0.03291821479797363,0.0,0,0.0,0
Face Recognition,webcam,train,f73c51d3-8335-11ee-9934-9cfeff47d2fa.jpg,0,0,1,0.02670598030090332,0.0,0,0.0,0
Face Recognition,webcam,train,f78a7d1d-8335-11ee-b9c8-9cfeff47d2fa.jpg,0,0,1,0.028416872024536133,0.0,0,0.0,0
Face Recognition,webcam,train,f826b619-8335-11ee-ba0b-9cfeff47d2fa.jpg,0,0,1,0.03217649459838867,0.0,0,0.0,0
Face Recognition,webcam,train,f8c53c90-8335-11ee-9f1c-9cfeff47d2fa.jpg,0,0,1,0.028088808059692383,0.0,0,0.0,0
Face Recognition,webcam,train,f96353c8-8335-11ee-9289-9cfeff47d2fa.jpg,1,0,0,0.023439407348632812,1.0,1.0,1.0,1.0
Face Recognition,webcam,train,fa00ffc5-8335-11ee-b02e-9cfeff47d2fa.jpg,0,0,1,0.02226090431213379,0.0,0,0.0,0
Face Recognition,webcam,train,fa51943f-8335-11ee-8eed-9cfeff47d2fa.jpg,0,0,1,0.02476048469543457,0.0,0,0.0,0
Face Recognition,webcam,train,faf2e6a3-8335-11ee-932a-9cfeff47d2fa.jpg,0,0,1,0.021384477615356445,0.0,0,0.0,0
Face Recognition,webcam,train,fb42e89d-8335-11ee-819a-9cfeff47d2fa.jpg,0,0,1,0.019769906997680664,0.0,0,0.0,0
Face Recognition,webcam,train,fb935431-8335-11ee-94da-9cfeff47d2fa.jpg,1,0,0,0.02083420753479004,1.0,1.0,1.0,1.0
Face Recognition,webcam,train,fbe21232-8335-11ee-9efb-9cfeff47d2fa.jpg,1,0,0,0.02015089988708496,1.0,1.0,1.0,1.0
Face Recognition,webcam,train,fc3278a3-8335-11ee-8393-9cfeff47d2fa.jpg,1,1,1,0.018428325653076172,0.0,0.0,0.0,0
Face Recognition,webcam,train,fc84be21-8335-11ee-b45a-9cfeff47d2fa.jpg,0,0,1,0.019463062286376953,0.0,0,0.0,0
Face Recognition,webcam,train,fcd4c992-8335-11ee-8b82-9cfeff47d2fa.jpg,0,0,1,0.018462657928466797,0.0,0,0.0,0
Face Recognition,webcam,val,f5148e3a-8335-11ee-b233-9cfeff47d2fa.jpg,0,0,1,0.021771669387817383,0.0,0,0.0,0
Face Recognition,webcam,val,f875155f-8335-11ee-9c28-9cfeff47d2fa.jpg,1,0,0,0.0214536190032959,1.0,1.0,1.0,1.0
Face Recognition,webcam,val,f9b101ac-8335-11ee-9f75-9cfeff47d2fa.jpg,1,0,0,0.02377629280090332,1.0,1.0,1.0,1.0
Face Recognition,webcam,val,faa2682e-8335-11ee-816f-9cfeff47d2fa.jpg,0,0,1,0.02167510986328125,0.0,0,0.0,0
Haar Cascade,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,1,1,1,0.6318328380584717,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,1,1,2,2.5650079250335693,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,1,1,2,2.6262738704681396,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,1,1,2,2.6212286949157715,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,1,1,2,2.3503305912017822,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,1,1,1,2.532625913619995,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,1,1,2,2.3906729221343994,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,1,1,2,2.5239224433898926,0.0,0.0,0.0,0
Haar Cascade,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,1,1,2,2.6391441822052,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,1,1,1,4.585318565368652,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,1,1,3,4.4206578731536865,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,1,1,1,3.4202682971954346,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,1,1,3,3.4646105766296387,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,1,1,2,3.648695707321167,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,1,1,3,3.799647092819214,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,0,0,4,7.5806944370269775,0.0,0,0.0,0
Haar Cascade,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,0,0,1,7.568850040435791,0.0,0,0.0,0
Haar Cascade,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,1,1,1,4.36493182182312,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,1,1,1,4.4299561977386475,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,0,0,1,0.8026032447814941,0.0,0,0.0,0
Haar Cascade,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,1,1,1,3.4424729347229004,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,1,1,1,3.65392804145813,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,1,1,1,3.583695650100708,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,0,0,1,7.49710488319397,0.0,0,0.0,0
Haar Cascade,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,0,0,2,7.3723838329315186,0.0,0,0.0,0
Haar Cascade,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,1,1,1,4.579622030258179,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,1,0,1,4.49836802482605,0.5,1.0,0.5,0.6666666666666666
Haar Cascade,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,1,1,1,3.4919023513793945,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,1,1,1,3.428215503692627,0.0,0.0,0.0,0
Haar Cascade,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,0,0,1,1.070889949798584,0.0,0,0.0,0
Haar Cascade,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,3,2,1,0.7018167972564697,0.5,0.3333333333333333,0.5,0.4
Haar Cascade,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,1,0,1,0.7664597034454346,0.5,1.0,0.5,0.6666666666666666
Haar Cascade,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,0,0,1,3.5998854637145996,0.0,0,0.0,0
Haar Cascade,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,0,0,1,3.6115591526031494,0.0,0,0.0,0
Haar Cascade,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,0,0,2,3.603759765625,0.0,0,0.0,0
Haar Cascade,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,0,0,1,0.7013695240020752,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,0,0,1,3.4310462474823,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,0,0,1,3.540989398956299,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,0,0,1,3.4201087951660156,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,0,0,1,3.4597294330596924,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,0,0,1,3.3473470211029053,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,0,0,1,3.2973852157592773,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,0,0,1,0.8901612758636475,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,0,0,1,3.3734548091888428,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,3.321864604949951,0.0,0,0.0,0
Haar Cascade,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,3.3131542205810547,0.0,0,0.0,0
Haar Cascade,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,0,0,2,3.128263235092163,0.0,0,0.0,0
Haar Cascade,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,0,0,2,3.0034401416778564,0.0,0,0.0,0
Haar Cascade,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,2.9571118354797363,0.0,0,0.0,0
Haar Cascade,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,0,0,1,0.731907844543457,0.0,0,0.0,0
Haar Cascade,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,0.9235084056854248,0.0,0,0.0,0
Haar Cascade,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,2,2,2,0.3475325107574463,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,2,2,2,1.944394826889038,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,2,2,1,1.9744813442230225,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,2,2,2,1.9523863792419434,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,2,2,2,1.9326679706573486,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,2,2,1,1.9438695907592773,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,2,2,1,1.9132516384124756,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,2,2,1,1.9257643222808838,0.0,0.0,0.0,0
Haar Cascade,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,2,1,0,1.9271385669708252,1.0,0.5,1.0,0.6666666666666666
Dlib HOG,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,0,0,1,0.7646231651306152,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,0,0,2,0.7570343017578125,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,0,0,2,0.8530428409576416,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,0,0,2,0.7554423809051514,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,0,0,2,0.8172698020935059,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,0,0,1,0.7826504707336426,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,0,0,2,0.8285865783691406,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,0,0,2,0.8799009323120117,0.0,0,0.0,0
Dlib HOG,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,1,1,2,0.862999439239502,0.0,0.0,0.0,0
Dlib HOG,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,0,0,1,0.9146714210510254,0.0,0,0.0,0
Dlib HOG,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,1,0,2,0.7770743370056152,0.3333333333333333,1.0,0.3333333333333333,0.5
Dlib HOG,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,0,0,1,0.823514461517334,0.0,0,0.0,0
Dlib HOG,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,0,0,3,0.8488805294036865,0.0,0,0.0,0
Dlib HOG,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,0,0,2,0.7929134368896484,0.0,0,0.0,0
Dlib HOG,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,1,0,2,0.9658770561218262,0.3333333333333333,1.0,0.3333333333333333,0.5
Dlib HOG,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,0,0,4,0.8321926593780518,0.0,0,0.0,0
Dlib HOG,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,0,0,1,0.8560545444488525,0.0,0,0.0,0
Dlib HOG,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,1,0,0,0.9086225032806396,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,0,0,1,0.9539780616760254,0.0,0,0.0,0
Dlib HOG,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,1,0,0,0.9755301475524902,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,0,0,1,0.8338639736175537,0.0,0,0.0,0
Dlib HOG,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,0,0,1,0.9234893321990967,0.0,0,0.0,0
Dlib HOG,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,1,0,0,0.8511865139007568,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,0,0,1,0.8660848140716553,0.0,0,0.0,0
Dlib HOG,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,0,0,2,0.9207816123962402,0.0,0,0.0,0
Dlib HOG,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,0,0,1,0.8807902336120605,0.0,0,0.0,0
Dlib HOG,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,1,0,1,0.814586877822876,0.5,1.0,0.5,0.6666666666666666
Dlib HOG,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,1,1,1,0.819373607635498,0.0,0.0,0.0,0
Dlib HOG,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,1,0,0,0.9251344203948975,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,0,0,1,0.9287290573120117,0.0,0,0.0,0
Dlib HOG,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,2,0,0,0.8450019359588623,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,2,0,0,0.871924638748169,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,0,0,1,0.896378755569458,0.0,0,0.0,0
Dlib HOG,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,0,0,1,0.8114283084869385,0.0,0,0.0,0
Dlib HOG,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,0,0,2,1.0155136585235596,0.0,0,0.0,0
Dlib HOG,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,0,0,1,0.8357856273651123,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,0,0,1,1.0296504497528076,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,1,0,0,1.108297348022461,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,0,0,1,0.9728035926818848,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,1,0,0,0.8448338508605957,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,0,0,1,0.967573881149292,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,1,0,0,0.8871519565582275,1.0,1.0,1.0,1.0
Dlib HOG,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,0,0,1,0.9148726463317871,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,0,0,1,0.9824686050415039,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,0.8741390705108643,0.0,0,0.0,0
Dlib HOG,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,0.872138500213623,0.0,0,0.0,0
Dlib HOG,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,0,0,2,0.997976541519165,0.0,0,0.0,0
Dlib HOG,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,1,0,1,1.0296449661254883,0.5,1.0,0.5,0.6666666666666666
Dlib HOG,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,1.2411961555480957,0.0,0,0.0,0
Dlib HOG,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,0,0,1,0.8931324481964111,0.0,0,0.0,0
Dlib HOG,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,0.8787493705749512,0.0,0,0.0,0
Dlib HOG,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,0,0,2,1.0844972133636475,0.0,0,0.0,0
Dlib HOG,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,1,1,2,0.9731900691986084,0.0,0.0,0.0,0
Dlib HOG,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,0,0,1,0.9311318397521973,0.0,0,0.0,0
Dlib HOG,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,1,1,2,0.9089252948760986,0.0,0.0,0.0,0
Dlib HOG,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,1,0,1,0.8879010677337646,0.5,1.0,0.5,0.6666666666666666
Dlib HOG,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,1,1,1,0.8451950550079346,0.0,0.0,0.0,0
Dlib HOG,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,0,0,1,0.9594602584838867,0.0,0,0.0,0
Dlib HOG,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,0,0,1,0.8989198207855225,0.0,0,0.0,0
Dlib HOG,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,1,0,0,0.8849270343780518,1.0,1.0,1.0,1.0
MTCNN,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,0,0,1,6.178579568862915,0.0,0,0.0,0
MTCNN,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,2,0,0,6.382214784622192,1.0,1.0,1.0,1.0
MTCNN,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,3,1,0,6.312876224517822,1.0,0.6666666666666666,1.0,0.8
MTCNN,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,2,0,0,6.358173131942749,1.0,1.0,1.0,1.0
