method,dataset,subset,image,num_faces_detected,false_positives,not_found,detection_time,accuracy,precision,recall,f1_score
MTCNN,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,2,0,0,6.284559011459351,1.0,1.0,1.0,1.0
MTCNN,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,1,0,0,6.423870325088501,1.0,1.0,1.0,1.0
MTCNN,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,2,0,0,6.287266492843628,1.0,1.0,1.0,1.0
MTCNN,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,2,0,0,6.373999357223511,1.0,1.0,1.0,1.0
MTCNN,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,2,0,0,6.352528095245361,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,1,0,0,12.385507345199585,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,2,0,1,13.196313619613647,0.6666666666666666,1.0,0.6666666666666666,0.8
MTCNN,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,1,0,0,13.327038764953613,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,1,0,2,14.602855443954468,0.3333333333333333,1.0,0.3333333333333333,0.5
MTCNN,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,2,1,1,15.860854148864746,0.5,0.5,0.5,0.5
MTCNN,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,2,1,2,15.060671329498291,0.3333333333333333,0.5,0.3333333333333333,0.4
MTCNN,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,4,2,2,14.257994651794434,0.5,0.5,0.5,0.5
MTCNN,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,1,0,0,12.915285348892212,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,1,0,0,12.758620738983154,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,1,0,0,12.948283195495605,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,1,0,0,13.070058345794678,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,1,0,0,15.470712661743164,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,1,0,0,12.445235967636108,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,2,1,0,13.102452993392944,1.0,0.5,1.0,0.6666666666666666
MTCNN,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,2,1,0,12.346857786178589,1.0,0.5,1.0,0.6666666666666666
MTCNN,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,2,0,0,14.334603786468506,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,1,0,0,12.468864679336548,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,1,0,1,15.09138536453247,0.5,1.0,0.5,0.6666666666666666
MTCNN,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,1,0,0,13.887152194976807,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,1,0,0,12.840732097625732,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,1,0,0,12.292629957199097,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,2,0,0,12.457140445709229,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,2,0,0,12.860275745391846,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,1,0,0,12.74509334564209,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,2,1,0,12.683233499526978,1.0,0.5,1.0,0.6666666666666666
MTCNN,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,2,0,0,12.842804908752441,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,1,0,0,12.969051837921143,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,1,0,0,12.755037784576416,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,1,0,0,12.585535764694214,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,1,0,0,12.33670711517334,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,1,0,0,12.537208795547485,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,1,0,0,12.676100254058838,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,1,0,0,11.776949882507324,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,1,0,0,11.149001359939575,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,1,0,0,11.501158952713013,1.0,1.0,1.0,1.0
MTCNN,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,11.24709439277649,0.0,0,0.0,0
MTCNN,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,11.092228889465332,0.0,0,0.0,0
MTCNN,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,3,2,1,11.029401779174805,0.5,0.3333333333333333,0.5,0.4
MTCNN,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,1,0,1,10.568771839141846,0.5,1.0,0.5,0.6666666666666666
MTCNN,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,10.25082015991211,0.0,0,0.0,0
MTCNN,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,2,1,0,2.3511312007904053,1.0,0.5,1.0,0.6666666666666666
MTCNN,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,2.0749800205230713,0.0,0,0.0,0
MTCNN,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,2,0,0,5.2429139614105225,1.0,1.0,1.0,1.0
MTCNN,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,3,1,0,5.325088739395142,1.0,0.6666666666666666,1.0,0.8
MTCNN,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,2,1,0,5.194686412811279,1.0,0.5,1.0,0.6666666666666666
MTCNN,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,2,0,0,5.1088032722473145,1.0,1.0,1.0,1.0
MTCNN,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,2,1,1,5.3357133865356445,0.5,0.5,0.5,0.5
MTCNN,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,2,1,0,5.277538299560547,1.0,0.5,1.0,0.6666666666666666
MTCNN,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,3,2,0,5.237247943878174,1.0,0.3333333333333333,1.0,0.5
MTCNN,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,1,0,0,5.290033578872681,1.0,1.0,1.0,1.0
MTCNN,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,2,1,0,5.299099683761597,1.0,0.5,1.0,0.6666666666666666
Face Recognition,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,0,0,1,0.10575199127197266,0.0,0,0.0,0
Face Recognition,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,0,0,2,0.1098182201385498,0.0,0,0.0,0
Face Recognition,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,0,0,2,0.10440397262573242,0.0,0,0.0,0
Face Recognition,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,0,0,2,0.09196090698242188,0.0,0,0.0,0
Face Recognition,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,0,0,2,0.10014653205871582,0.0,0,0.0,0
Face Recognition,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,0,0,1,0.10463380813598633,0.0,0,0.0,0
Face Recognition,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,0,0,2,0.08365845680236816,0.0,0,0.0,0
Face Recognition,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,0,0,2,0.09570598602294922,0.0,0,0.0,0
Face Recognition,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,0,0,2,0.09370136260986328,0.0,0,0.0,0
Face Recognition,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,0,0,1,0.07231497764587402,0.0,0,0.0,0
Face Recognition,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,0,0,3,0.07035422325134277,0.0,0,0.0,0
Face Recognition,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,0,0,1,0.07427644729614258,0.0,0,0.0,0
Face Recognition,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,0,0,3,0.100311279296875,0.0,0,0.0,0
Face Recognition,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,0,0,2,0.09243273735046387,0.0,0,0.0,0
Face Recognition,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,0,0,3,0.08324265480041504,0.0,0,0.0,0
Face Recognition,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,0,0,4,0.07333707809448242,0.0,0,0.0,0
Face Recognition,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,0,0,1,0.07682299613952637,0.0,0,0.0,0
Face Recognition,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,0,0,1,0.07188677787780762,0.0,0,0.0,0
Face Recognition,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,0,0,1,0.06790351867675781,0.0,0,0.0,0
Face Recognition,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,0,0,1,0.07765412330627441,0.0,0,0.0,0
Face Recognition,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,0,0,1,0.09029912948608398,0.0,0,0.0,0
Face Recognition,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,0,0,1,0.07149076461791992,0.0,0,0.0,0
Face Recognition,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,0,0,1,0.08909153938293457,0.0,0,0.0,0
Face Recognition,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,0,0,1,0.08229422569274902,0.0,0,0.0,0
Face Recognition,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,0,0,2,0.07410144805908203,0.0,0,0.0,0
Face Recognition,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,0,0,1,0.07614946365356445,0.0,0,0.0,0
Face Recognition,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,0,0,2,0.09580492973327637,0.0,0,0.0,0
Face Recognition,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,0,0,1,0.09939765930175781,0.0,0,0.0,0
Face Recognition,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,0,0,1,0.08090066909790039,0.0,0,0.0,0
Face Recognition,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,0,0,1,0.06989669799804688,0.0,0,0.0,0
Face Recognition,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,0,0,2,0.06972217559814453,0.0,0,0.0,0
Face Recognition,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,0,0,2,0.06633615493774414,0.0,0,0.0,0
Face Recognition,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,0,0,1,0.06721973419189453,0.0,0,0.0,0
Face Recognition,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,0,0,1,0.06830358505249023,0.0,0,0.0,0
Face Recognition,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,0,0,2,0.07117176055908203,0.0,0,0.0,0
Face Recognition,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,0,0,1,0.07319211959838867,0.0,0,0.0,0
Face Recognition,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,0,0,1,0.08588671684265137,0.0,0,0.0,0
Face Recognition,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,0,0,1,0.09185671806335449,0.0,0,0.0,0
Face Recognition,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,0,0,1,0.08608007431030273,0.0,0,0.0,0
Face Recognition,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,0,0,1,0.08131289482116699,0.0,0,0.0,0
Face Recognition,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,0,0,1,0.09194445610046387,0.0,0,0.0,0
Face Recognition,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,0,0,1,0.08579802513122559,0.0,0,0.0,0
Face Recognition,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,0,0,1,0.09283757209777832,0.0,0,0.0,0
Face Recognition,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,0,0,1,0.07490038871765137,0.0,0,0.0,0
Face Recognition,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,0.07747983932495117,0.0,0,0.0,0
Face Recognition,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,0.08560681343078613,0.0,0,0.0,0
Face Recognition,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,0,0,2,0.09547066688537598,0.0,0,0.0,0
Face Recognition,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,0,0,2,0.08613133430480957,0.0,0,0.0,0
Face Recognition,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,0.07742810249328613,0.0,0,0.0,0
Face Recognition,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,0,0,1,0.07872700691223145,0.0,0,0.0,0
Face Recognition,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,0.08016443252563477,0.0,0,0.0,0
Face Recognition,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,0,0,2,0.10263848304748535,0.0,0,0.0,0
Face Recognition,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,0,0,2,0.11585092544555664,0.0,0,0.0,0
Face Recognition,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,0,0,1,0.08660125732421875,0.0,0,0.0,0
Face Recognition,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,0,0,2,0.08978796005249023,0.0,0,0.0,0
Face Recognition,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,0,0,2,0.089324951171875,0.0,0,0.0,0
Face Recognition,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,0,0,1,0.08571934700012207,0.0,0,0.0,0
Face Recognition,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,0,0,1,0.0846567153930664,0.0,0,0.0,0
Face Recognition,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,0,0,1,0.07897353172302246,0.0,0,0.0,0
Face Recognition,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,0,0,1,0.0741264820098877,0.0,0,0.0,0
