method,dataset,subset,image,num_faces_detected,false_positives,not_found,detection_time,accuracy
Face Recognition,webcam,test,f7d8de00-8335-11ee-b6bf-9cfeff47d2fa.jpg,0,0,1,0.017582178115844727,0.0
Face Recognition,webcam,test,f9134bf5-8335-11ee-b735-9cfeff47d2fa.jpg,0,0,1,0.017613649368286133,0.0
Face Recognition,webcam,train,f3d9f09a-8335-11ee-9a89-9cfeff47d2fa.jpg,1,1,1,0.02641892433166504,0.0
Face Recognition,webcam,train,f429962b-8335-11ee-a62b-9cfeff47d2fa.jpg,0,0,1,0.03214383125305176,0.0
Face Recognition,webcam,train,f4c656f6-8335-11ee-af95-9cfeff47d2fa.jpg,0,0,1,0.029020309448242188,0.0
Face Recognition,webcam,train,f5627bbe-8335-11ee-b71c-9cfeff47d2fa.jpg,0,0,1,0.03331947326660156,0.0
Face Recognition,webcam,train,f5b06725-8335-11ee-8d05-9cfeff47d2fa.jpg,0,0,1,0.03372788429260254,0.0
Face Recognition,webcam,train,f6501105-8335-11ee-b53a-9cfeff47d2fa.jpg,0,0,1,0.03623533248901367,0.0
Face Recognition,webcam,train,f6ec124d-8335-11ee-aa67-9cfeff47d2fa.jpg,0,0,1,0.03642392158508301,0.0
Face Recognition,webcam,train,f73c51d3-8335-11ee-9934-9cfeff47d2fa.jpg,0,0,1,0.03579854965209961,0.0
Face Recognition,webcam,train,f78a7d1d-8335-11ee-b9c8-9cfeff47d2fa.jpg,1,1,1,0.04413247108459473,0.0
Face Recognition,webcam,train,f826b619-8335-11ee-ba0b-9cfeff47d2fa.jpg,0,0,1,0.0420222282409668,0.0
Face Recognition,webcam,train,f8c53c90-8335-11ee-9f1c-9cfeff47d2fa.jpg,0,0,1,0.04923510551452637,0.0
Face Recognition,webcam,train,f96353c8-8335-11ee-9289-9cfeff47d2fa.jpg,0,0,1,0.05211687088012695,0.0
Face Recognition,webcam,train,fa00ffc5-8335-11ee-b02e-9cfeff47d2fa.jpg,1,1,1,0.05712008476257324,0.0
Face Recognition,webcam,train,fa51943f-8335-11ee-8eed-9cfeff47d2fa.jpg,1,1,1,0.056894540786743164,0.0
Face Recognition,webcam,train,faf2e6a3-8335-11ee-932a-9cfeff47d2fa.jpg,1,1,1,0.05409955978393555,0.0
Face Recognition,webcam,train,fb42e89d-8335-11ee-819a-9cfeff47d2fa.jpg,1,1,1,0.05133986473083496,0.0
Face Recognition,webcam,train,fb935431-8335-11ee-94da-9cfeff47d2fa.jpg,1,1,1,0.04579925537109375,0.0
Face Recognition,webcam,train,fbe21232-8335-11ee-9efb-9cfeff47d2fa.jpg,1,1,1,0.04933619499206543,0.0
Face Recognition,webcam,train,fc3278a3-8335-11ee-8393-9cfeff47d2fa.jpg,0,0,1,0.04860091209411621,0.0
Face Recognition,webcam,train,fc84be21-8335-11ee-b45a-9cfeff47d2fa.jpg,0,0,1,0.05246448516845703,0.0
Face Recognition,webcam,train,fcd4c992-8335-11ee-8b82-9cfeff47d2fa.jpg,0,0,1,0.049811601638793945,0.0
Face Recognition,webcam,val,f5148e3a-8335-11ee-b233-9cfeff47d2fa.jpg,0,0,1,0.027626752853393555,0.0
Face Recognition,webcam,val,f875155f-8335-11ee-9c28-9cfeff47d2fa.jpg,0,0,1,0.023332595825195312,0.0
Face Recognition,webcam,val,f9b101ac-8335-11ee-9f75-9cfeff47d2fa.jpg,0,0,1,0.02309584617614746,0.0
Face Recognition,webcam,val,faa2682e-8335-11ee-816f-9cfeff47d2fa.jpg,0,0,1,0.027418851852416992,0.0
Haar Cascade,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,1,1,1,1.472125768661499,0.0
Haar Cascade,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,1,1,2,1.4155089855194092,0.0
Haar Cascade,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,1,1,2,0.43431687355041504,0.0
Haar Cascade,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,1,1,2,1.5955476760864258,0.0
Haar Cascade,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,1,1,2,1.4191668033599854,0.0
Haar Cascade,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,1,1,1,1.5692358016967773,0.0
Haar Cascade,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,1,1,2,1.4847798347473145,0.0
Haar Cascade,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,1,1,2,1.4315831661224365,0.0
Haar Cascade,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,1,1,2,1.4277324676513672,0.0
Haar Cascade,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,3,3,1,5.119321584701538,0.0
Haar Cascade,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,1,1,3,3.82492733001709,0.0
Haar Cascade,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,1,1,1,3.919844627380371,0.0
Haar Cascade,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,1,1,3,0.575568437576294,0.0
Haar Cascade,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,1,1,2,2.768213987350464,0.0
Haar Cascade,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,2,2,3,2.1956868171691895,0.0
Haar Cascade,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,2,2,4,2.155714750289917,0.0
Haar Cascade,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,2,2,1,5.236246109008789,0.0
Haar Cascade,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,2,2,1,5.137779235839844,0.0
Haar Cascade,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,1,1,1,3.889655351638794,0.0
Haar Cascade,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,1,1,1,2.1233901977539062,0.0
Haar Cascade,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,2,2,1,2.9428319931030273,0.0
Haar Cascade,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,2,2,1,2.665207862854004,0.0
Haar Cascade,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,2,2,1,2.179661750793457,0.0
Haar Cascade,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,2,2,1,2.1280550956726074,0.0
Haar Cascade,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,2,2,2,4.849941253662109,0.0
Haar Cascade,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,1,1,1,0.5725452899932861,0.0
Haar Cascade,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,1,1,2,4.625428199768066,0.0
Haar Cascade,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,0,0,1,4.541033744812012,0.0
Haar Cascade,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,3,3,1,2.916323184967041,0.0
Haar Cascade,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,3,3,1,2.9129369258880615,0.0
Haar Cascade,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,3,2,1,0.5146579742431641,0.5
Haar Cascade,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,1,0,1,0.5684804916381836,0.5
Haar Cascade,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,1,1,1,3.805450916290283,0.0
Haar Cascade,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,0,0,1,1.6094236373901367,0.0
Haar Cascade,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,0,0,2,1.6865956783294678,0.0
Haar Cascade,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,0,0,1,0.4466056823730469,0.0
Haar Cascade,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,1,1,1,4.149900436401367,0.0
Haar Cascade,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,0,0,1,1.7981960773468018,0.0
Haar Cascade,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,0,0,1,0.4971606731414795,0.0
Haar Cascade,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,0,0,1,2.1483652591705322,0.0
Haar Cascade,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,1,1,1,2.0046143531799316,0.0
Haar Cascade,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,1,1,1,1.831664800643921,0.0
Haar Cascade,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,0,0,1,0.5614426136016846,0.0
Haar Cascade,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,1,1,1,2.0122361183166504,0.0
Haar Cascade,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,1,1,1,2.256486177444458,0.0
Haar Cascade,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,1,1,1,1.3068737983703613,0.0
Haar Cascade,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,1,1,2,0.6437535285949707,0.0
Haar Cascade,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,1,0,1,2.492915153503418,0.5
Haar Cascade,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,1,1,1,1.2186460494995117,0.0
Haar Cascade,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,1,1,1,2.455371379852295,0.0
Haar Cascade,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,1,1,1,2.541623830795288,0.0
Haar Cascade,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,1,1,2,1.5134494304656982,0.0
Haar Cascade,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,1,1,2,1.2480671405792236,0.0
Haar Cascade,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,1,1,1,0.7157649993896484,0.0
Haar Cascade,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,1,1,2,1.432004451751709,0.0
Haar Cascade,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,1,0,1,1.814087152481079,0.5
Haar Cascade,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,1,1,1,1.8151271343231201,0.0
Haar Cascade,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,1,1,1,1.8014278411865234,0.0
Haar Cascade,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,1,1,1,1.5822150707244873,0.0
Haar Cascade,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,1,1,1,1.4123890399932861,0.0
Dlib HOG,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,0,0,1,0.788334846496582,0.0
Dlib HOG,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,0,0,2,0.8228123188018799,0.0
Dlib HOG,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,0,0,2,0.8134186267852783,0.0
Dlib HOG,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,0,0,2,0.7586579322814941,0.0
Dlib HOG,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,0,0,2,0.6249241828918457,0.0
Dlib HOG,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,0,0,1,0.9488835334777832,0.0
Dlib HOG,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,0,0,2,0.8920314311981201,0.0
Dlib HOG,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,0,0,2,1.5855727195739746,0.0
Dlib HOG,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,1,1,2,0.7961206436157227,0.0
Dlib HOG,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,0,0,1,0.8328437805175781,0.0
Dlib HOG,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,1,0,2,0.6749446392059326,0.3333333333333333
Dlib HOG,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,0,0,1,0.6519920825958252,0.0
Dlib HOG,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,0,0,3,0.9065697193145752,0.0
Dlib HOG,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,0,0,2,0.7719411849975586,0.0
Dlib HOG,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,1,0,2,0.5079576969146729,0.3333333333333333
Dlib HOG,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,0,0,4,0.5063269138336182,0.0
Dlib HOG,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,0,0,1,0.5015230178833008,0.0
Dlib HOG,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,1,0,0,0.4991486072540283,1.0
Dlib HOG,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,0,0,1,0.552271842956543,0.0
Dlib HOG,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,1,0,0,0.5085620880126953,1.0
Dlib HOG,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,0,0,1,0.542499303817749,0.0
Dlib HOG,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,0,0,1,0.5033187866210938,0.0
Dlib HOG,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,1,0,0,0.5089631080627441,1.0
Dlib HOG,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,0,0,1,0.49894261360168457,0.0
Dlib HOG,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,0,0,2,0.48854827880859375,0.0
Dlib HOG,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,0,0,1,0.4944934844970703,0.0
Dlib HOG,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,1,0,1,1.222121238708496,0.5
Dlib HOG,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,1,1,1,0.7143187522888184,0.0
Dlib HOG,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,1,0,0,0.7347927093505859,1.0
Dlib HOG,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,0,0,1,0.7266385555267334,0.0
Dlib HOG,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,2,0,0,0.5982744693756104,1.0
Dlib HOG,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,2,0,0,0.7162911891937256,1.0
Dlib HOG,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,0,0,1,0.6465821266174316,0.0
Dlib HOG,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,0,0,1,0.5108251571655273,0.0
Dlib HOG,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,0,0,2,0.5379490852355957,0.0
Dlib HOG,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,0,0,1,0.6024150848388672,0.0
Dlib HOG,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,0,0,1,0.6306092739105225,0.0
Dlib HOG,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,1,0,0,0.5796558856964111,1.0
Dlib HOG,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,0,0,1,0.6669459342956543,0.0
Dlib HOG,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,1,0,0,0.5104813575744629,1.0
Dlib HOG,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,0,0,1,0.5701262950897217,0.0
Dlib HOG,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,1,0,0,0.6400496959686279,1.0
Dlib HOG,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,0,0,1,1.2493603229522705,0.0
Dlib HOG,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,0,0,1,0.7203350067138672,0.0
Dlib HOG,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,0.6564216613769531,0.0
Dlib HOG,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,0.6278994083404541,0.0
Dlib HOG,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,0,0,2,0.6171846389770508,0.0
Dlib HOG,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,1,0,1,0.6255178451538086,0.5
Dlib HOG,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,0.668511152267456,0.0
Dlib HOG,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,0,0,1,0.566880464553833,0.0
Dlib HOG,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,0.6849873065948486,0.0
Dlib HOG,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,0,0,2,0.6184473037719727,0.0
Dlib HOG,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,1,1,2,0.5860311985015869,0.0
Dlib HOG,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,0,0,1,0.5294990539550781,0.0
Dlib HOG,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,1,1,2,0.577869176864624,0.0
Dlib HOG,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,1,0,1,0.5596649646759033,0.5
Dlib HOG,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,1,1,1,0.525090217590332,0.0
Dlib HOG,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,0,0,1,0.5296270847320557,0.0
Dlib HOG,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,0,0,1,0.6962871551513672,0.0
Dlib HOG,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,1,0,0,0.671734094619751,1.0
FaceNet,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,0,0,1,7.394412279129028,0.0
FaceNet,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,2,0,0,7.3455400466918945,1.0
FaceNet,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,3,1,0,7.503964185714722,1.0
FaceNet,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,2,0,0,7.476805686950684,1.0
FaceNet,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,2,0,0,7.359678268432617,1.0
FaceNet,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,1,0,0,7.4380316734313965,1.0
FaceNet,seccam_2,test,f83eb6bd-a7ff-11ef-845d-48e7da426b90.jpg,2,0,0,7.504335880279541,1.0
FaceNet,seccam_2,test,f8b8587d-a7ff-11ef-a8c0-48e7da426b90.jpg,2,0,0,7.189319133758545,1.0
FaceNet,seccam_2,test,f8f652ac-a7ff-11ef-be5c-48e7da426b90.jpg,2,0,0,6.998117923736572,1.0
FaceNet,seccam_2,train,0aa0f178-ab3f-11ef-84ca-bbefd0250143.jpg,1,0,0,15.825106382369995,1.0
FaceNet,seccam_2,train,0aa4167b-ab3f-11ef-bd36-bbefd0250143.jpg,2,0,1,13.054802179336548,0.6666666666666666
FaceNet,seccam_2,train,0c19412a-ab3f-11ef-851d-bbefd0250143.jpg,1,0,0,13.02306604385376,1.0
FaceNet,seccam_2,train,0c1c16bc-ab3f-11ef-9654-bbefd0250143.jpg,1,0,2,13.256255865097046,0.3333333333333333
FaceNet,seccam_2,train,11bc8124-ab3f-11ef-a1c5-bbefd0250143.jpg,2,1,1,14.570548057556152,0.5
FaceNet,seccam_2,train,11bf7210-ab3f-11ef-8685-bbefd0250143.jpg,2,1,2,15.152298212051392,0.3333333333333333
FaceNet,seccam_2,train,15e0cb58-ab2f-11ef-83c9-bbefd0250143.jpg,4,2,2,16.078579902648926,0.5
FaceNet,seccam_2,train,22f9338d-ab3f-11ef-94f4-bbefd0250143.jpg,1,0,0,14.602251768112183,1.0
FaceNet,seccam_2,train,22fc4357-ab3f-11ef-a9ba-bbefd0250143.jpg,1,0,0,14.34660291671753,1.0
FaceNet,seccam_2,train,23759278-ab3f-11ef-a0b5-bbefd0250143.jpg,1,0,0,13.421772718429565,1.0
FaceNet,seccam_2,train,23785ed9-ab3f-11ef-bb00-bbefd0250143.jpg,1,0,0,13.386540412902832,1.0
FaceNet,seccam_2,train,2a55912c-ab30-11ef-b8e4-bbefd0250143.jpg,1,0,0,14.029669523239136,1.0
FaceNet,seccam_2,train,30676534-ab3f-11ef-ab3a-bbefd0250143.jpg,1,0,0,16.220367908477783,1.0
FaceNet,seccam_2,train,306a2442-ab3f-11ef-a138-bbefd0250143.jpg,2,1,0,14.540230989456177,1.0
FaceNet,seccam_2,train,4747bbc1-ab3f-11ef-967b-bbefd0250143.jpg,2,1,0,15.75937533378601,1.0
FaceNet,seccam_2,train,474a7070-ab3f-11ef-9730-bbefd0250143.jpg,2,0,0,15.43882417678833,1.0
FaceNet,seccam_2,train,4801a7e5-ab3f-11ef-afad-bbefd0250143.jpg,1,0,0,13.222673416137695,1.0
FaceNet,seccam_2,train,48045878-ab3f-11ef-8589-bbefd0250143.jpg,1,0,1,13.483393907546997,0.5
FaceNet,seccam_2,train,610f4e0f-ab3f-11ef-b2de-bbefd0250143.jpg,1,0,0,12.936015605926514,1.0
FaceNet,seccam_2,train,61123a50-ab3f-11ef-a2ec-bbefd0250143.jpg,1,0,0,13.001016855239868,1.0
FaceNet,seccam_2,train,656833ab-ab3f-11ef-981b-bbefd0250143.jpg,1,0,0,13.704139471054077,1.0
FaceNet,seccam_2,train,656af596-ab3f-11ef-bb64-bbefd0250143.jpg,2,0,0,14.183563470840454,1.0
FaceNet,seccam_2,train,66876f03-ab3f-11ef-8d8f-bbefd0250143.jpg,2,0,0,13.786629676818848,1.0
FaceNet,seccam_2,train,6c3ad92e-ab3f-11ef-a2c7-bbefd0250143.jpg,1,0,0,14.340325117111206,1.0
FaceNet,seccam_2,train,ae320042-ab3e-11ef-8d3e-bbefd0250143.jpg,2,1,0,14.192044734954834,1.0
FaceNet,seccam_2,train,afd6d9d4-ab3e-11ef-bcf1-bbefd0250143.jpg,2,0,0,13.818666458129883,1.0
FaceNet,seccam_2,train,afd9ac70-ab3e-11ef-abf3-bbefd0250143.jpg,1,0,0,13.47695541381836,1.0
FaceNet,seccam_2,train,c1e0d7ea-ab3e-11ef-8112-bbefd0250143.jpg,1,0,0,13.4021737575531,1.0
FaceNet,seccam_2,train,c1e40732-ab3e-11ef-92cf-bbefd0250143.jpg,1,0,0,13.747595071792603,1.0
FaceNet,seccam_2,train,c202b1de-ab3e-11ef-b9ba-bbefd0250143.jpg,1,0,0,13.40850830078125,1.0
FaceNet,seccam_2,train,c205c3db-ab3e-11ef-aca5-bbefd0250143.jpg,1,0,0,12.880838632583618,1.0
FaceNet,seccam_2,train,c6684fbf-ab3e-11ef-8df0-bbefd0250143.jpg,1,0,0,13.277490615844727,1.0
FaceNet,seccam_2,train,c66bc28f-ab3e-11ef-a9a3-bbefd0250143.jpg,1,0,0,13.38674020767212,1.0
FaceNet,seccam_2,train,c68867a2-ab3e-11ef-9f88-bbefd0250143.jpg,1,0,0,13.14608097076416,1.0
FaceNet,seccam_2,train,c68bc47c-ab3e-11ef-9416-bbefd0250143.jpg,1,0,0,12.422263383865356,1.0
FaceNet,seccam_2,train,c6c985e5-ab3e-11ef-8b7e-bbefd0250143.jpg,0,0,1,12.0422945022583,0.0
FaceNet,seccam_2,train,c749f1de-ab3e-11ef-9617-bbefd0250143.jpg,0,0,1,12.102356195449829,0.0
FaceNet,seccam_2,train,d61b0424-ab2e-11ef-ae1e-bbefd0250143.jpg,3,2,1,12.10658049583435,0.5
FaceNet,seccam_2,train,d72a14a8-ab3e-11ef-9f7f-bbefd0250143.jpg,1,0,1,11.612394571304321,0.5
FaceNet,seccam_2,train,e764fafe-ab3e-11ef-a3a4-bbefd0250143.jpg,0,0,1,11.469302415847778,0.0
FaceNet,seccam_2,train,e7aa689d-ab3e-11ef-9105-bbefd0250143.jpg,2,1,0,2.0759236812591553,1.0
FaceNet,seccam_2,train,e7ad7b9c-ab3e-11ef-ab2e-bbefd0250143.jpg,0,0,1,1.7059376239776611,0.0
FaceNet,seccam_2,val,f6196398-a7ff-11ef-8536-48e7da426b90.jpg,2,0,0,6.558786392211914,1.0
FaceNet,seccam_2,val,f65902be-a7ff-11ef-b1ca-48e7da426b90.jpg,3,1,0,6.60863471031189,1.0
FaceNet,seccam_2,val,f8018827-a7ff-11ef-9e17-48e7da426b90.jpg,2,1,0,6.57737135887146,1.0
FaceNet,seccam_2,val,f87d5fd1-a7ff-11ef-a296-48e7da426b90.jpg,2,0,0,6.267893075942993,1.0
FaceNet,seccam_2,val,f9122b6f-ab3e-11ef-96f5-bbefd0250143.jpg,2,1,1,6.35120964050293,0.5
FaceNet,seccam_2,val,f9340d73-a7ff-11ef-be59-48e7da426b90.jpg,2,1,0,6.47035551071167,1.0
FaceNet,seccam_2,val,fc51e2bf-ab2f-11ef-8c6d-bbefd0250143.jpg,3,2,0,6.51545524597168,1.0
FaceNet,seccam_2,val,fdb32cce-ab2f-11ef-a791-bbefd0250143.jpg,1,0,0,6.555035829544067,1.0
FaceNet,seccam_2,val,fecfc24a-ab2f-11ef-8355-bbefd0250143.jpg,2,1,0,6.575613498687744,1.0
Face Recognition,seccam_2,test,e76233fa-ab3e-11ef-b8b5-bbefd0250143.jpg,0,0,1,0.12697315216064453,0.0
Face Recognition,seccam_2,test,f5dc1e93-a7ff-11ef-b1ea-48e7da426b90.jpg,0,0,2,0.1244652271270752,0.0
Face Recognition,seccam_2,test,f6d06e07-a7ff-11ef-945f-48e7da426b90.jpg,0,0,2,0.13267803192138672,0.0
Face Recognition,seccam_2,test,f70cd3cc-a7ff-11ef-9e9a-48e7da426b90.jpg,0,0,2,0.12764477729797363,0.0
Face Recognition,seccam_2,test,f74af919-a7ff-11ef-8849-48e7da426b90.jpg,0,0,2,0.12564754486083984,0.0
Face Recognition,seccam_2,test,f7de6a30-ab2f-11ef-b231-bbefd0250143.jpg,0,0,1,0.1246337890625,0.0
